CODE ID;NOM DE LA MAISON;ADRESSE;CODE POSTAL;VILLE;DEPARTEMENT;REGION;PAYS;DESCRIPTIF;PROPRIETE /GESTION;Voir le programme;Site web;Facebook;Twitter;Instagram;Dailymotion;TAG Année de labellisation;TAG maison-des-illustres;TAG monument-historique;TAG tourisme-et-handicap;TAG musee-de-france;TAG architecture-contemporaine-remarquable;TAG patrimoine-mondial-de-lunesco;TAG jardin-remarquable;TAG patrimoine industriel;TAG litterature-et-idees;TAG arts-et-architecture;TAG sciences-et-industrie;TAG musique-theatre-et-cinema;TAG histoire-et-politique;geolocalisation
APN00_01_MI161;Habitation-sucrerie Clairefontaine;680 chemin de Clairefontaine - Saint Robert;97123;Baillif;;Guadeloupe;France;Violoniste virtuose, escrimeur d’élite, compositeur, écuyer du roi, officier, Joseph Bologne de Saint-Georges, connu comme le Chevalier de Saint-Georges (1745-1799), est une figure majeure de la société parisienne du XVIIIe siècle. Il serait le fils d’une esclave libre, Anne Nanon, et de Georges de Bologne, planteur sur la propriété du Mont-d’Or, aujourd’hui connue sous le nom de Clairefontaine. Outre ses qualités de bretteur et son duel fameux contre le Chevalier d’Eon, il s’est rendu célèbre par ses talents musicaux et ses nombreuses compositions (opéras, concertos, symphonies). En 1773, il succède à Gossec à la tête du Concert des amateurs dont il fait le meilleur orchestre d'Europe, ce qui lui vaut de jouer de la musique avec la reine Marie-Antoinette. Dès les débuts de la Révolution française, il s’engage dans la garde nationale. Son engagement s’épanouit à partir de 1792 au commandement de la Légion franche des Américains, régiment composé de volontaires de couleur.;Propriété privée.;;;;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;;;musique-theatre-et-cinema;;16.03933,-61.729469
APN00_02_MI232;Bureau d'Aimé Césaire - Espace Muséal Aimé Césaire;116 rue Victor Sévère;97200;Fort-de-France;;Martinique;France;Aimé Césaire nait le 26 Juin 1913, à Basse-Pointe en Martinique. Brillant étudiant, il entre au Lycée Louis le Grand à Paris, puis à l’École Normale Supérieure. C’est à cette période qu’il fera la connaissance de Léopold Sédar Senghor et de Léon Gontran Damas, avec qui il crée le concept de « Négritude ».  Maire de Fort-de-France (1945-2001) à l’âge de 32 ans, il le restera 56 ans. Il sera député de 1945 à 1993.  En 1956, il démissionne du Parti Communiste dans une lettre retentissante à Maurice Thorez. Il fonde en 1958, le Parti Progressiste Martiniquais (PPM).  En juin 2013, le bureau d’Aimé Césaire devient un espace muséal, un lieu de mémoire qui témoigne de sa vie politique et culturelle.;Propriété de la ville de Fort-de-France;;https://www.martinique.org/node/24373/PCUMAR972V500EN7/detail/fort-de-france/espace-museal-aime-cesaire;https://www.facebook.com/bureau.aimecesaire/;;;;labellisee-en-2018;maison-des-illustres;monument-historique;;;;;;;;;;;histoire-et-politique;14.605088,-61.068122
APN00_76_MI187;Maison-musée Murat;1 place du Tolentino;46240;Cœur-de-Causse;Lot;Occitanie;France;Joachim Murat (1767-1815), maréchal d'Empire, fut aussi roi de Naples. Ce modeste fils d'aubergistes devient l'un des hommes de confiance de Napoléon Bonaparte, et sa fidélité et son engagement au combat le conduisent à jouer un rôle majeur lors du coup d'État du 18 brumaire. En 1804, l'Empire est proclamé, Murat est fait maréchal. Les conquêtes se poursuivent, en 1808, il est porté à la têt du royaume de Naples, qu’il s’attache à réformer en suivant les principes des Lumières. Murat perd Naples en 1815 au profit des Bourbons et il est exécuté en octobre de la même année, à la suite d’un procès expéditif.  C'est à Labastide-Murat qu'est né le maréchal. Le rez-de-chaussée de la maison est une reconstitution de la salle de l'auberge, alors que le premier étage est un musée de souvenirs dont les murs sont ornés des portraits de Joachim Murat, de sa femme, de ses enfants et de sa mère Jeanne Loubières, avec qui il a entretenu une correspondance.;Propriété du Conseil départemental du Lot.;;;;;;;labellisee-en-2013;maison-des-illustres;;;musee-de-france;;;;;;;;;histoire-et-politique;44.646273,1.567191
APN00_76_MI199;Maison natale d’Aristide Bergès;Chemin des Papetiers - Prat du Ritou;09190;Lorp-Sentaraille;Ariège;Occitanie;France;Aristide Bergès (1833-1904) est né dans la papeterie de son père, Pierre, où celui-ci installa la première machine à papier en continu. Inventeur de nombreux brevets internationaux, il passa notamment à la postérité avec l’utilisation de la houille blanche : un procédé hydroélectrique révolutionnaire qui exploite la force produite par la chute de l’eau. La demeure d’ordonnance classique, bâtie dans un site unique où les ouvrages d’art conçus par Aristide Bergès s’intègrent dans une végétation parfaitement maîtrisée, s’organise sur deux niveaux : l’habitation familiale et le moulin avec sa salle à papier et celle du découpage du chiffon. Conquis par le site de Lancey dans la vallée de l'Isère, c'est là qu'il trouve les chutes d'eau nécessaires pour produire de l'énergie. Une innovation qui lui vaut des procès et bien d'autres inconvénients, mais son invention ouvre la voie de l'industrialisation et de l'éclairage électrique qui, grâce à lui, se généralise. Malade et affecté par les nombreux procès qu'il a dû affronter, Aristide Bergès meurt à Lancey, un an après avoir reçu l'hommage du congrès tenu par l'Association pour l'avancement des sciences.;Propriété de la Communauté des Communes de l’agglomération de Saint-Girons.;;;;;;;labellisee-en-2014;maison-des-illustres;monument-historique;;;;;;;;;sciences-et-industrie;;;43.01144,1.123997
APN00_28_MI177;Centre Abbé Pierre Emmaüs;Route d'Emmaüs;76690;Esteville;Seine-Maritime;Normandie;France;Henri Grouès, dit l'Abbé Pierre (1912-2007) fut un homme d'Eglise engagé pendant la Résistance, député puis infatigable combattant pour la paix et contre la misère et le mal-logement. En 1949, il accueille les premiers sans-abri. A l'hiver 1954, il lance un appel à la radio et lève « une insurrection de la bonté ». Dès lors, les communautés Emmaüs vont se multiplier. Le manoir d'Esteville lui est donné en 1964. Dans ce lieu discret où l'Abbé Pierre se retire fréquemment, il installe le secrétariat de liaison d' Emmaüs et accueille les compagnons retraités et démunis. Après son décès en 2007, il est inhumé dans un simple carré du cimetière du village, aux côtés d'une soixantaine de compagnons d'Emmaüs.;Propriété privée : Fondation Abbé Pierre.;;;;https://twitter.com/abbecentre;;;labellisee-en-2013;maison-des-illustres;;;;;;;;;;;;histoire-et-politique;49.607286,1.22212
APN00_44_MI219;Maison familiale de Pierre-Auguste Renoir;9 place de la Mairie;10360;Essoyes;Aube;Grand Est;France;"Dans cette maison familiale, c'est l'univers de la vie à la campagne des débuts du Xxe siècle qui y est dévoilé, quand Pierre Auguste Renoir (1841-1919) venait ""paysanner"" en Champagne. Entre reconstitution de la Belle Epoque et œuvres originales (exposées en saison) se rencontre un Renoir intime qui partageait ici de longs moments, en toute simplicité, avec sa famille et ses amis de Paris. Toute la douceur de vivre au temps des impressionnistes se retrouve dans la maison des Renoir, du ""Déjeuner des Canotiers"" aux ""Jeunes Filles au piano"", en passant par les bouquets de fleurs et bien d'autres joyeuses évocations de ces parties de campagne. Autant de scènes qui ont nourri l'œuvre de ce géant de la peinture française, restituant un art, une atmosphère, une époque.";Propriété de la commune d’Essoyes.;;www.renoir-essoyes.com;https://www.facebook.com/RenoirEssoyes10/;https://twitter.com/renoiressoyes10;;;labellisee-en-2017;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;48.05734,4.537228
APN00_24_MI043;Maison de Tante Léonie - Musée Marcel Proust;4 rue du Docteur-Proust;28120;Illiers-Combray;Eure-et-Loir;Centre-Val de Loire;France;"Marcel Proust (1871-1922) est essentiellement l’écrivain d’une seule oeuvre : ""A la Recherche du Temps Perdu"". Ce roman en sept parties est une sorte d’observatoire du temps, où le narrateur doit faire l’expérience de la mémoire involontaire pour accomplir sa vocation d’écrivain. Le premier tome, ""Du côté de chez Swann"" est édité en 1913. La suite est publiée quelques années plus tard : ""A l’ ombre des jeunes filles en fleurs"" (1919) qui se voit attribuer le Prix Goncourt, ""Le Côté des Guermantes"" (1920), ""Sodome et Gomorrhe"" (1921 et 1922). La mort surprend Marcel Proust en 1922. ""La Prisonnière"", ""Albertine disparue"" et ""Le Temps retrouvé"" paraîtront à titre posthume. Aujourd'hui musée associatif, la maison de tante Léonie se situe dans la ville d’Illiers-Combray, ville proustienne fictive. Elle reconstitue la maison de Jules et Elisabeth Amiot, oncle et tante paternels de l’écrivain qui y passa ses vacances entre six et neuf ans.";Propriété de la Société des Amis de Marcel Proust et des Amis de Combray.;;http://www.marcelproust.eu;;https://twitter.com/amisdeproust;;;labellisee-en-2011;maison-des-illustres;monument-historique;;musee-de-france;;;;;litterature-et-idees;;;;;48.29985,1.243452
APN00_27_MI057;Maison de Louis Pasteur;83 rue de Courcelles;39600;Arbois;Jura;Bourgogne – Franche-Comté;France;La maison de Louis Pasteur (1822-1895), à Arbois, a été léguée à l’Académie des sciences en 1992 par la Société des amis des maisons de Pasteur, qui l’avait reçue des descendants du savant en 1935. Il y a passé son enfance et y est revenu régulièrement tout au long de sa vie. C'est d'ailleurs à Arbois que Pasteur a mené ses travaux sur les fermentations et c'est là qu'il a mis au point la fameuse pasteurisation. Tout y a été conservé intact, de son billard à son laboratoire, ainsi que sa chambre à coucher.;Fondation de l’Académie des Sciences.;;www.terredelouispasteur.fr;;https://twitter.com/pasteurjura;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;;sciences-et-industrie;;;46.906565,5.76956
APN00_27_MI173;Maison Zervos;3, chemin des Bois de Chauffour;89450;La Goulotte, Vézelay;Yonne;Bourgogne – Franche-Comté;France;"Christian (1889-1970) et Yvonne Zervos (1905-1970) sont intimement associés dans l'aventure « Cahiers d'art » (revue, livres, galerie). Né en Grèce, Christian Zervos s'installe à Paris dans les années 1910 pour y terminer ses études de philosophie. En 1926, il lance la revue ""Cahiers d'art"" dans laquelle les plus grands spécialistes de l'époque et les artistes eux-mêmes sont publiés jusqu'en 1960, au fil des 97 numéros. Parallèlement, il édite une série de beaux livres sur des sujets allant de l'art préhistorique à l'art du XXe siècle, en passant par le grec ancien. Sa femme Yvonne dirige la galerie où sont présentés quelques-uns des peintres, sculpteurs et architectes défendus à a revue. En 1937, le couple achète une fermette à Vézelay, au hameau de La Goulotte. Ils l'agrandissent progressivement, avec l'aide notamment de l'architecte Jean Badovici qui insère dans l'architecture du style international des années 1930 (fenêtres en bandeau, double mezzanine, tubulure en fer style bateau, éléments de rangement simples et fonctionnels, etc.).";Propriété de la ville de Vézelay.  Association soutenue par le Conseil régional de Bourgogne et le Conseil départemental de l’Yonne.;;http://www.fondationzervos.com/;https://fr-fr.facebook.com/fondationzervos/;;;;labellisee-en-2013;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;47.464939,3.717005
APN00_75_MI014;Château de Hautefort;Le Bourg d’Hautefort;24390;Hautefort;Dordogne;Nouvelle Aquitaine;France;"Bertran de Born (vers 1140 - vers 1215), seigneur de Hautefort au XIIe siècle, est un poète lyrique médiéval. Auteur de nombreux ""sirventès"" (poèmes à caractère satirique, politique ou moral), il est un précieux témoin de son époque et côtoya Aliénor d’Aquitaine et Richard Coeur de Lion. A la fois seigneur aquitain, chantre de la poésie, troubadour, guerrier et moine, Bertran de Born se distingue de ses contemporains par l’importance de son rôle politique et la diffusion de ses chansons au-delà de sa province natale. A la fin du XIIe siècle, une guerre oppose les deux frères de la famille de Born, Bertran et Constantin, pour la possession du château de Hautefort. Bertran, ayant expulsé son frère, devient le maître des lieux. En 1183, Hautefort est pris par Richard Coeur de Lion et son allié le Roi d’Aragon. Bertran est fait prisonnier et le château attribué à Constantin. Il est amené devant Henri II Plantagenêt qui, ému par l'amitié que le troubadour portait à son fils décédé, Henri Court Mantel, lui rend le château. Le roi participe même à la recontruction du site. Bertran de Born reconnaît la suzeraineté d'Henri II et se réconcilie avec Richard.";Propriété de la fondation du Château de Hautefort, créée en 1989 par la baronne Simone de Bastard et reconnue d’utilité publique en 1990.;;;https://www.facebook.com/chateauhautefort/;;https://www.instagram.com/chateaudehautefort/;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;jardin-remarquable;;litterature-et-idees;;;;;45.259682,1.149851
APN00_75_MI103;Musée Gay-Lussac;1 rue Jean-Giraudoux;87400;Saint-Léonard-de-Noblat;Haute-Vienne;Nouvelle Aquitaine;France;Louis Joseph Gay-Lussac (1778-1850) est à la fois éminent scientifique, industriel, inventeur et homme politique. Entré à Polytechnique à dix-neuf ans, membre de l’Académie des sciences à vingt-huit ans, il est devenu célèbre grâce à ses découvertes, en particulier les lois sur la dilatation et la combinaison des gaz. En chimi industrielle, il perfectionne les procédés de fabrication de l'acide sulfurique et de l'acide oxalique. Il se consacre également à l’enseignement (notamment à l'Ecole polytechnique et à la Sorbonne), ainsi qu'à des applications technologiques et industrielles tout au long d’une carrière exemplaire, qui ne l’empêche pas de conserver sa vie durant un lien avec sa terre natale, où il s’attache à la mise en valeur des terres agricoles de son château de Lussac à Saint-Léonard.;Propriété de la municipalité de Saint-Léonard-de-Noblat.  Animation et valorisation : « Société des Amis du Musée Gay-Lussac » et « L’Association des Amis de Louis-Joseph Gay-Lussac.;;;https://www.facebook.com/Mus%C3%A9e-Gay-Lussac-495907247197837/;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;;sciences-et-industrie;;;45.797029,1.489585
APN00_99216_MI228;Musée-Mémorial Lu Xun;241 Lu-Hsun Middle Road, Yuecheng District;;Shaoxing (Province du Zhejiang);;;Chine;"Lu Xun (1881-1936) est une grande figure de la culture orientale, considéré comme le fondateur de la littérature chinoise moderne. Zhou Shuren, de son vrai nom, est né dans la ville de Shaoxing, dans la province chinoise du Zhejiang. Sous le nom de plume Lu Xun (Lu-Shun), il publie en 1918 ""Le Journal d'un fou"", l'une de ses meilleures oeuvres. Sa maison natale, bâtie à l'époque tardive de la dynastie Qing , a subi plusieurs remaniements jusqu'à nos jours. C'est là qu'il a grandi et passé son adolescence. Après un séjour au Japon pour y faire ses études, il revient dans sa ville natale où il enseigne pendant plusieurs années. Dans cette période, il termine l'écriture de ""Souvenir d'un passé lointain"", rédigé en langue classique. Il compile notamment une ""Collection de livres anciens de la préfecture de Guiji"". L'enfance heureuse vécue en ces lieux se trouve évoquée dans certains de ses poèmes. La maison a fait l'objet d'un jumelage avec le musée Victor Hugo de Villequier.";;;www.sxlxmuseum.com;;;;;labellisee-en-2015;maison-des-illustres;;;;;;;;litterature-et-idees;;;;;31.337362,121.489541
APN00_27_MI176;Maison natale de Victor Hugo;2 rue Mégevand;25000;Besançon;Doubs;Bourgogne – Franche-Comté;France;"Victor Hugo (1802-1885) est un auteur majeur du XIXe siècle, figure du romantisme littéraire français. Il s’est essayé avec succès à tous les genres, de la poésie (""Les Contemplations"", ""Les Châtiments"", ""La légendes des siècle"") au roman (""Notre-Dame de Paris"", ""Les Misérables""), en passant par le théâtre (""Hernani"", ""Ruy Blas"") et le pamphlet. Il s’est également distingué par ses prises de position politique comme député de la IIe République. Malgré de nombreuses années passées à Paris et après un exil de dix-neuf ans qui le conduit à Bruxelles, à Jersey et à Guernesey pour avoir dénoncé le coup d'État du futur Napoléon III en 1851, Victor Hugo n'oublie jamais la ville qui l'a vu naître et écrit en 1880 une lettre aux Bisontins, pour les remercier de la pose d'une plaque commémorative sur sa maison natale. L'un de ses poèmes les plus fameux, « Ce siècle avait deux ans », évoque d'ailleurs sa naissance dans la préfecture du Doubs.";Propriété de la ville de Besançon.;;www.besancon.fr/hugo;https://www.facebook.com/pages/Maison-natale-de-Victor-Hugo/285720754915189;;;;labellisee-en-2013;maison-des-illustres;monument-historique;;;;;;;litterature-et-idees;;;;;47.2367,6.02209
APN00_24_MI042;Château de Sully;Chemin de la Salle-Verte;45600;Sully-sur-Loire;Loiret;Centre-Val de Loire;France;"Maximilien de Béthune (1560-1641), premier duc-pair de Sully, fut le compagnon d’armes puis le surintendant des Finances d’Henri IV. Il adopta une politique économique rigoureuse favorisant l’agriculture et dont le souvenir perdure à travers la fameuse formule «Labourage et pâturage sont les deux mamelles dont la France est alimentée» ainsi que dans le rite national de la «poule au pot».  Le Château de Sully-sur-Loire a été édifié à la fin du XVe siècle par Guy de la Trémoille, qui fit appel à l’architecte royal du Louvre et de Vincennes, Raymond du Temple, pour la réalisation du donjon. Il sera vendu en 1602 à Maximilien de Béthune. Le «grand Sully» mobilise une part de son immense fortune pour adapter le château à ses goûts : il fait renforcer les levées pour se protéger des fréquentes crues de la Loire, crée un grand parc d’agrément, réaménage le «petit château», édifie une nouvelle tour. En 1638, peu de temps avant sa mort, Sully fait imprimer au château les ""Œconomies royales"", ses fameux mémoires.";Propriété du Conseil départemental du Loiret.;;http://www.chateausully.fr;https://www.facebook.com/chateausullysurloire/;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;;;;histoire-et-politique;47.7683,2.374805
APN00_24_MI209;Maison Max Ernst et Dorothea Tanning, Le pin perdu;12 rue de la Chancellerie;37420;Huismes;Indre-et-Loire;Centre-Val de Loire;France;"Max Ernst (1891-1976), peintre, sculpteur et poète allemand, est une figure majeure de l’art du XXe siècle, des mouvements dada et surréaliste. Avec son épouse, l’artiste américaine Dorothea Tanning (1910-2012), il quitte les États-Unis et rejoint Paris en 1952. Max Ernst reçoit le grand prix de la Biennale de Venise en 1954 et retrouve une vie apaisée en Touraine jusqu’en 1968. Dès 1955, la ferme de vigneron se transforme : la longère et la grange abritent l’habitation du couple et leurs ateliers respectifs. Tous les espaces pour peindre, dessiner et sculpter sont occupés. Aujourd’hui, l’atelier de peinture et la réserve des oeuvres accueillent des expositions temporaires et des conférences. L’étage, avec sa belle charpente, est dévolu au centre de documentation consacré aux artistes. Un grand jardin prolonge les bâtiments : Max et Dorothea l’ont dessiné et planté en 1959 ; une serre et de multiples essences témoignent de l’intérêt du couple pour la nature. Dans le mur qui ceint le jardin, Max Ernst a encastré trois grands bas-reliefs académiques qui rappellent ses romans-collages.";Propriété privée.;;http://www.maison-max-ernst.org;https://www.facebook.com/Maison-Max-Ernst-Huismes-1668741536754949/;;;;labellisee-en-2016;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;47.229932,0.252534
APN00_52_MI122;Maison de Clemenceau;76 rue Georges-Clemenceau;85520;Saint-Vincent-sur-Jard;Vendée;Pays de la Loire;France;"Surnommé « le Tigre», Georges Clemenceau (1841-1929) s’illustre d’abord comme journaliste et directeur du quotidien ""L'Aurore"" en publiant le fameux «J’accuse... !» de Zola. Chef du parti radical, sénateur puis président du Conseil de 1906 à 1909, il est rappelé au pouvoir en 1917 et devient le «Père la Victoire» en 1918. Cette même année, il est élu à l’Académie française par acclamation. Après son retrait de la vie politique en 1919, Clemenceau s’installe définitivement à Saint-Vincent-sur-Jard, dans sa région natale. Cette maison, érigée le long de la côte océanique et bénéficiant d'un panorama remarquable, devient lieu de méditation et d’écriture. Aussi modestes que suggestifs, la maison comme le jardin révèlent des aspects insoupçonnés de la personnalité de l’homme d’État. Il y accueille Claude Monet en 1921, Marguerite Baldensperger, intellectuelle alsacienne, en 1923, ou L. S. Douglas, économiste américain, en 1925. Dans sa « bicoque » au bord de la mer, Clemenceau rassemble une partie de ses collections d'objets asiatiques, dont des théières « boccaro », des estampes et des bronzes, qui témoignent du goût averti de cet homme d'exception.";Géré par le Centre des monuments nationaux.;;;https://www.facebook.com/maisonetjardinsdegeorgesclemenceau/;;;;labellisee-en-2011;maison-des-illustres;monument-historique;;;;;;;;;;;histoire-et-politique;46.411843,-1.54941
APN00_93_MI137;Cabanon Le Corbusier;Esplanade de la Gare - Avenue de la Gare;06190;Roquebrune-Cap-Martin;Alpes-Maritimes;Provence-Alpes-Côte d’Azur;France;Charles-Édouard Jeanneret-Gris, dit Le Corbusier (1887-1965) est un architecte et urbaniste, considéré comme l'un des principaux représentants du mouvement moderne. Attentif aux problématiques du logement, il préconise l’habitat en hauteur dans la verdure comme «unité d’habitation de grandeur conforme». Il applique les théories du Modulor en réalisant des constructions dont la forte expressivité plastique est jointe à l’usage du béton (chapelle de Ronchamp, capitole à Chandigarh en Inde).  Plus connu pour ses réalisations de grands ensembles, comme la Cité radieuse de Marseille ou la Maison radieuse de Rezé, il est également le concepteur d’œuvres bien plus modestes, au premier rang desquelles le cabanon de Roquebrune-Cap-Martin bâti en 1952. Cette construction en bois de 12 mètres carré, à l’origine cadeau d’anniversaire pour sa femme, devient un lieu privilégié de travail et de repos pour l'architecte, qui y passe tous ses étés. L'œuvre de Le Corbusier a été inscrite au patrimoine mondial de l'Unesco en 2016.;Propriété de la ville de Roquebrune-Cap-Martin.;;;https://www.facebook.com/LecorbusierEileenGrayRoquebruneCapMartin/;;;;labellisee-en-2012;maison-des-illustres;monument-historique;;;;patrimoine-mondial-de-lunesco;;;;arts-et-architecture;;;;43.764706,7.481632
APN00_11_MI068;"Château de Vaux-sur-Seine (""Castello Marochetti"")";1 chemin du Château;78740;Vaux-sur-Seine;Yvelines;Île-de-France;France;Carlo Marochetti (1805-1867), d’origine piémontaise, est avant tout européen en raison de son rôle d’artiste officiel en Italie, en France et au Royaume-Uni. Il a participé à la réalisation de nombreux monuments parmi lesquels l’Arc de triomphe, avec le bas-relief de la bataille de Jemmapes, et l’église de la Madeleine dont il a exécuté le maître-autel. Son père, Vincenzo, devient propriétaire du château de Vaux en 1819. Carlo puis son fils Maurizio, également sculpteur, y ont habité et travaillé. Cette construction du XVe siècle, lieu de rencontre d’artistes et d’écrivains de tous les pays, est un témoignage marquant de l’histoire du goût du XIXe siècle.;Propriété privée.;;http://www.vauxsurseine.fr/Le-chateau-de-Vaux-sur-Seine.html;;;;;labellisee-en-2012;maison-des-illustres;monument-historique;;;;;;;;arts-et-architecture;;;;49.010416,1.958385
APN00_11_MI214;Maison-atelier Emile Boggio;47 rue Emile Boggio;95430;Auvers-sur-Oise;Val d'Oise;Île-de-France;France;"Peintre et photographe, Émile Boggio (1857-1920) né à Caracas, fut l'élève de Jean-Paul Laurens à l’Académie Julian ; sa peinture est de style symboliste. Il obtient la médaille d’argent à l’Exposition universelle de Paris en 1900 pour son œuvre ""Labor"". À cette période, sa peinture prend un tournant impressionniste. Sa dernière exposition à Caracas, en 1919, laissera une grande influence sur la peinture vénézuélienne. Un musée monographique, inauguré en 1973 à Caracas, en témoigne. Après un voyage de trois ans en Italie avec son ami, le peintre Henri Martin, il s’installe à Auvers-sur-Oise en 1910, dans un corps de ferme transformé en maison-atelier où il peindra plus de quatre cents tableaux. Il décède le 7 juin 1920 à l’âge de soixante-trois ans. Sa dernière peinture, un pommier en fleur, est toujours sur son chevalet.";Propriété privée.;;http://www.tourisme-auverssuroise.fr/index.php/decouvrir/musees;;;;;labellisee-en-2017;maison-des-illustres;;;;;;;;;arts-et-architecture;;;;49.06935,2.162775
APN00_75_MI100;Centre d'études et Musée Edmond Michelet;4 rue Champanatier;19100;Brive-la-Gaillarde;Corrèze;Nouvelle Aquitaine;France;Chef du mouvement de Résistance «Combat» pour la région Limousin (R5), Edmond Michelet (1899-1970) est arrêté et déporté à Dachau en 1943. Il représente les déportés français au Comité international et organise leur retour à la libération du camp. Homme d’État plusieurs fois ministre sous les IVe et Ve Républiques, Edmond Michelet se distingue par ses efforts pour renouer l’amitié franco-allemande. Il est également à l’origine de la fondation de l’association France-Algérie. Inspirée par les vertus d’une profonde foi chrétienne, son action publique incarne des idéaux de fidélité, de liberté, de paix et de justice.  La maison de Brive était la maison familiale. Elle abrite désormais un musée, un centre d’études et un service pédagogique.;Propriété de la Ville de Brive-la-Gaillarde.;;;https://www.facebook.com/museemichelet/;;;;labellisee-en-2011;maison-des-illustres;;;;;;;;;;;;histoire-et-politique;45.156206,1.527847
APN00_75_MI006;Villa Arnaga - Musée Edmond Rostand;Route du Docteur-Camino;64250;Cambo-les-Bains;Pyrénées-Atlantiques;Nouvelle Aquitaine;France;"Auteur dramatique, Edmond Rostand (1868-1918) s’essaie à de nombreux genres, de la comédie au poème, en passant par le drame héroïque. Si ses pièces ""Les romanesques"" et ""La princesse lointaine"" rencontrent un succès honorable, il obtient avec ""Cyrano de Bergerac"" en 1897 la consécration et la gloire. Trois ans plus tard, malade, il est envoyé à Cambo-les-Bains pour se soigner et décide alors de s’y installer. En 1903 , sur les plans de l'architecte Joseph Albert Tournaire, il fait construire sa somptueuse demeure Arnaga, sur le modèle des fermes traditionnelles basques avec ses façades blanches, ses pans de bois rouges et sa toiture à pentes inégales. Devenue musée, la maison est à l'image du personnage, symbolisant à la fois sa grandeur, avec le jardin à la française et la richesse des décors intérieurs, et sa simplicité, que l’on retrouve dans les petites pièces qu’il occupait et dans le jardin anglais. <br><br> <b>Dans vos salles de cinéma le 9 janvier 2019</b><br>""Edmond"", par le réalisateur Alexis Michalik. Avec dans les rôles principaux Thomas Solivérès, Olivier Gourmet et Mathilde Seigner.<br><a href=""https://www.youtube.com/watch?v=uC2FZNEJ6iM"" target=""_blank"">> Voir la bande annonce</a>";Propriété de la Ville de Cambo-les-Bains.;;;https://www.facebook.com/villaarnaga/;https://twitter.com/villaarnaga;https://www.instagram.com/villaarnaga/;;labellisee-en-2012;maison-des-illustres;monument-historique;;musee-de-france;;;jardin-remarquable;;litterature-et-idees;;;;;43.365499,-1.413145
APN00_76_MI186;Maison du Maréchal Jean Lannes;Place du Général-de-Gaulle;32700;Lectoure;Gers;Occitanie;France;Jean Lannes (1769-1809) est un maréchal d'Empire et l'un des premiers récipiendaires de la Légion d'honneur. Il s’est illustré au cours d’une carrière militaire remarquable dans nombre de campagnes du Directoire, du Consulat et de l'Empire. Engagé volontaire, il est bientôt promu lieutenant, puis capitaine grâce à son courage au combat à la bataille de Peyrestortes. Sa bravoure lors des batailles de Dego puis du Pont d'Arcoles en 1796 lui attire les faveurs de Napoléon Bonaparte. Ce dernier le charge alors de la préparation de la logistique de la campagne d’Égypte de 1798. Une grave blessure, dont il réchappe de peu, convainc Bonaparte de le promouvoir général de division, avant qu'il ne soit nommé chef de la garde consulaire après la seconde campagne d'Italie et, finalement, maréchal d'Empire en 1804.  Il se porte acquéreur de l'ancien évêché de Lectoure le 18 brumaire an IX. Il meurt en 1809 à la bataille d’Essling à l’âge de quarante ans. La collection publique, présentée dans une salle de l’ancien palais épiscopal et rattachée au musée de Lectoure lui rend hommage.;Propriété de la ville de Lectoure.;;;;;;;labellisee-en-2013;maison-des-illustres;monument-historique;;musee-de-france;;;;;;;;;histoire-et-politique;43.933485,0.623772
APN00_11_MI076;Maison de Victor Hugo – Hôtel Rohan – Guéménée;6 place des Vosges;75004;Paris;;Île-de-France;France;"En 1832, Victor Hugo (1802-1885) s’installe avec sa femme Adèle Foucher et leurs quatre enfants au deuxième étage de l’hôtel de Rohan-Guéménée, place des Vosges (anciennement place Royale). Il y écrit la plus grande partie de son théâtre romantique, ""Lucrèce Borgia"", ""Angelo"", ""Ruy Blas"", ""Les Burgraves""…, des recueils de poèmes, ""Les Chants du crépuscule"", ""Les Voix intérieures"" et y commence ""Les Misérables"". Victor Hugo reçoit de nombreux écrivains, artistes, politiciens au cours de ces années de gloire où il devient académicien en 1841 et pair de France en 1845. De plus en plus engagé en politique, ralliant la République, il est élu député en 1848 et quitte alors l’appartement après l’insurrection de juin. C’est à l’initiative de son ami et dramaturge Paul Meurice que l’hôtel particulier devient un musée en 1903. La visite de l’appartement suit les trois grandes étapes qui, selon Victor Hugo, articulaient sa vie : Avant l’exil - Pendant l’exil - Depuis l’exil, de l’antichambre où les lieux et les portraits évoquent sa jeunesse jusqu’à la chambre à coucher où il mourut.";Musée de la Ville de Paris.;;http://www.maisonsvictorhugo.paris.fr;https://www.facebook.com/Maisons-de-Victor-Hugo-Paris-160681813952769/;https://twitter.com/mvhugo;;;labellisee-en-2011;maison-des-illustres;monument-historique;tourisme-et-handicap;musee-de-france;;;;;litterature-et-idees;;;;;48.854821,2.366133
